Execution Order | Job | Operation | Time (s)
          1204 |  15 |        23 | 0.00000000 seconds
          1205 |  12 |        22 | 0.00000000 seconds
          1206 |   0 |        24 | 0.00000000 seconds
          1207 |  17 |        23 | 0.00000000 seconds
          1208 |  20 |        22 | 0.00000000 seconds
          1209 |  21 |        18 | 0.00000000 seconds
          1210 |   3 |        19 | 0.00000000 seconds
          1211 |  21 |        19 | 0.00000000 seconds
          1212 |  23 |        24 | 0.00000000 seconds
          1213 |   5 |        23 | 0.00000000 seconds
          1214 |  22 |        23 | 0.00000000 seconds
          1215 |   5 |        24 | 0.00000000 seconds
          1216 |  11 |        24 | 0.00000000 seconds
          1217 |  12 |        23 | 0.00000000 seconds
          1218 |  24 |        22 | 0.00000000 seconds
          1219 |  12 |        24 | 0.00000000 seconds
          1220 |  14 |        24 | 0.00000000 seconds
          1221 |  17 |        24 | 0.00000000 seconds
          1222 |  22 |        24 | 0.00000000 seconds
          1223 |  24 |        23 | 0.00000000 seconds
          1224 |   3 |        20 | 0.00000000 seconds
          1225 |  15 |        24 | 0.00000000 seconds
          1226 |  18 |        21 | 0.00000000 seconds
          1227 |   2 |        23 | 0.00000000 seconds
          1228 |  20 |        23 | 0.00000000 seconds
          1229 |   8 |        22 | 0.00000000 seconds
          1230 |  18 |        22 | 0.00000000 seconds
          1231 |  21 |        20 | 0.00000000 seconds
          1232 |  20 |        24 | 0.00000000 seconds
          1233 |  21 |        21 | 0.00000000 seconds
          1234 |   2 |        24 | 0.00000000 seconds
          1235 |   3 |        21 | 0.00000000 seconds
          1236 |  24 |        24 | 0.00000000 seconds
          1237 |  16 |        21 | 0.00000000 seconds
          1238 |   8 |        23 | 0.00000000 seconds
          1239 |  21 |        22 | 0.00000000 seconds
          1240 |   3 |        22 | 0.00000000 seconds
          1241 |   8 |        24 | 0.00000000 seconds
          1242 |  18 |        23 | 0.00000000 seconds
          1243 |  16 |        22 | 0.00000000 seconds
          1244 |   3 |        23 | 0.00000000 seconds
          1245 |  21 |        23 | 0.00000000 seconds
          1246 |   3 |        24 | 0.00000000 seconds
          1247 |  16 |        23 | 0.00000000 seconds
          1248 |  21 |        24 | 0.00000000 seconds
          1249 |  16 |        24 | 0.00000000 seconds
          1250 |  18 |        24 | 0.00000000 seconds
